Date,Open,High,Low,Close,Adj Close,Volume
31/08/2010,1.310667,1.319333,1.288667,1.298667,1.298667,3016500
01/09/2010,1.308,1.379333,1.306667,1.363333,1.363333,7423500
02/09/2010,1.358,1.416,1.354,1.404,1.404,7306500
03/09/2010,1.391333,1.42,1.377333,1.403333,1.403333,6519000
07/09/2010,1.374,1.4,1.366667,1.369333,1.369333,3651000
08/09/2010,1.377333,1.396667,1.373333,1.393333,1.393333,4326000
09/09/2010,1.4,1.403333,1.379333,1.380667,1.380667,5643000
10/09/2010,1.383333,1.395333,1.317333,1.344667,1.344667,5799000
13/09/2010,1.392667,1.393333,1.366667,1.381333,1.381333,5412000
14/09/2010,1.369333,1.44,1.368667,1.408,1.408,9820500
15/09/2010,1.398667,1.466667,1.386,1.465333,1.465333,10269000
16/09/2010,1.476667,1.544,1.389333,1.396,1.396,40267500
17/09/2010,1.401333,1.421333,1.32,1.348667,1.348667,17977500
20/09/2010,1.378,1.423333,1.344,1.404,1.404,14212500
21/09/2010,1.392667,1.436667,1.378,1.384667,1.384667,11940000
22/09/2010,1.391333,1.396667,1.32,1.324667,1.324667,14443500
23/09/2010,1.326,1.342667,1.3,1.304,1.304,10021500
24/09/2010,1.33,1.346,1.31,1.34,1.34,8683500
27/09/2010,1.36,1.387333,1.336667,1.368667,1.368667,6279000
28/09/2010,1.402667,1.432667,1.384,1.426667,1.426667,18217500
29/09/2010,1.412667,1.468667,1.408667,1.465333,1.465333,29539500
30/09/2010,1.466667,1.476667,1.346,1.360667,1.360667,32937000
01/10/2010,1.379333,1.383333,1.354,1.373333,1.373333,8965500
04/10/2010,1.362,1.411333,1.353333,1.399333,1.399333,9654000
05/10/2010,1.41,1.418667,1.400667,1.408,1.408,4980000
06/10/2010,1.404,1.417333,1.354667,1.364,1.364,4701000
07/10/2010,1.371333,1.376,1.356,1.362,1.362,2115000
08/10/2010,1.362,1.386,1.359333,1.362,1.362,4017000
11/10/2010,1.362667,1.38,1.338,1.349333,1.349333,2568000
12/10/2010,1.346667,1.352,1.335333,1.349333,1.349333,3660000
13/10/2010,1.376,1.39,1.357333,1.369333,1.369333,4773000
14/10/2010,1.4,1.402,1.36,1.383333,1.383333,4422000
15/10/2010,1.392667,1.393333,1.35,1.369333,1.369333,4270500
18/10/2010,1.368,1.376,1.348,1.348667,1.348667,2442000
19/10/2010,1.346667,1.360667,1.333333,1.336667,1.336667,3678000
20/10/2010,1.344,1.379333,1.336,1.376667,1.376667,4687500
21/10/2010,1.374,1.396667,1.363333,1.383333,1.383333,6256500
22/10/2010,1.378667,1.395333,1.37,1.381333,1.381333,2416500
25/10/2010,1.396,1.398667,1.382,1.39,1.39,1777500
26/10/2010,1.386667,1.458,1.367333,1.424,1.424,9913500
27/10/2010,1.416667,1.425333,1.376667,1.4,1.4,5347500
28/10/2010,1.426,1.433333,1.397333,1.412667,1.412667,3363000
29/10/2010,1.409333,1.456667,1.403333,1.456,1.456,4209000
01/11/2010,1.462667,1.516667,1.420667,1.427333,1.427333,6837000
02/11/2010,1.445333,1.458667,1.403333,1.416667,1.416667,4837500
03/11/2010,1.418667,1.5,1.410667,1.451333,1.451333,5589000
04/11/2010,1.506667,1.688667,1.476667,1.66,1.66,28110000
05/11/2010,1.658,1.664667,1.581333,1.629333,1.629333,15165000
08/11/2010,1.633333,1.666667,1.602,1.665333,1.665333,7642500
09/11/2010,1.666667,1.712667,1.603333,1.642,1.642,14346000
10/11/2010,1.632,1.998,1.603333,1.957333,1.957333,45907500
11/11/2010,1.906667,1.94,1.822,1.869333,1.869333,29179500
12/11/2010,1.883333,2.033333,1.871333,1.989333,1.989333,40936500
15/11/2010,2.014667,2.196,2.014667,2.053333,2.053333,39343500
16/11/2010,2.066667,2.093333,1.894667,1.978,1.978,20214000
17/11/2010,2.013333,2.05,1.907333,1.966,1.966,11250000
18/11/2010,2.044667,2.049333,1.928,1.992667,1.992667,14341500
19/11/2010,2.010667,2.091333,1.98,2.066,2.066,17257500
22/11/2010,2.104667,2.23,2.1,2.226667,2.226667,22945500
23/11/2010,2.219333,2.378667,2.146,2.304667,2.304667,23667000
24/11/2010,2.351333,2.398,2.288667,2.364667,2.364667,21375000
26/11/2010,2.373333,2.4,2.316667,2.354667,2.354667,5259000
29/11/2010,2.360667,2.396667,2.222,2.288667,2.288667,17184000
30/11/2010,2.249333,2.355333,2.227333,2.355333,2.355333,33339000
01/12/2010,2.391333,2.428,2.23,2.29,2.29,19488000
02/12/2010,2.267333,2.286667,2.08,2.156667,2.156667,30105000
03/12/2010,2.134,2.15,2.058,2.099333,2.099333,17401500
06/12/2010,2.09,2.096667,1.970667,2.020667,2.020667,19116000
07/12/2010,2.032667,2.16,2.003333,2.104,2.104,19669500
08/12/2010,2.165333,2.166,2.101333,2.158,2.158,9900000
09/12/2010,2.167333,2.181333,2.11,2.136667,2.136667,6090000
10/12/2010,2.136667,2.194667,2.075333,2.101333,2.101333,6441000
13/12/2010,2.109333,2.118,2.026667,2.036667,2.036667,6156000
14/12/2010,2.019333,2.026,1.850667,1.902,1.902,26485500
15/12/2010,1.911333,1.998,1.902,1.973333,1.973333,11143500
16/12/2010,2,2.060667,1.976667,2.054,2.054,11851500
17/12/2010,2.089333,2.102667,2.047333,2.090667,2.090667,12195000
20/12/2010,2.109333,2.146,2.084,2.113333,2.113333,7851000
21/12/2010,2.12,2.179333,2.114,2.150667,2.150667,11665500
22/12/2010,2.15,2.190667,2.113333,2.175333,2.175333,12499500
23/12/2010,2.084,2.165333,1.994667,2.006,2.006,23289000
27/12/2010,1.868,1.905333,1.670667,1.703333,1.703333,139528500
28/12/2010,1.723333,1.783333,1.666667,1.760667,1.760667,60844500
29/12/2010,1.802,1.867333,1.766667,1.848667,1.848667,49788000
30/12/2010,1.846667,1.86,1.758667,1.766667,1.766667,30616500
31/12/2010,1.771333,1.816667,1.766667,1.775333,1.775333,21268500
03/01/2011,1.789333,1.8,1.726667,1.774667,1.774667,19245000
04/01/2011,1.777333,1.796667,1.734667,1.778,1.778,17811000
05/01/2011,1.765333,1.793333,1.746,1.788667,1.788667,21700500
06/01/2011,1.788667,1.866667,1.787333,1.858667,1.858667,30918000
07/01/2011,1.866667,1.905333,1.86,1.882667,1.882667,33718500
10/01/2011,1.878,1.912,1.87,1.896667,1.896667,20140500
11/01/2011,1.906,1.914,1.794667,1.797333,1.797333,25653000
12/01/2011,1.800667,1.826667,1.768,1.797333,1.797333,14466000
13/01/2011,1.797333,1.798,1.744,1.748,1.748,10854000
14/01/2011,1.743333,1.772,1.707333,1.716667,1.716667,17880000
18/01/2011,1.698667,1.709333,1.65,1.709333,1.709333,24325500
19/01/2011,1.684667,1.698,1.583333,1.602,1.602,35572500
20/01/2011,1.602,1.63,1.491333,1.508,1.508,34198500
21/01/2011,1.541333,1.572667,1.514,1.536,1.536,18255000
24/01/2011,1.568667,1.654,1.548667,1.632667,1.632667,24676500
25/01/2011,1.643333,1.659333,1.601333,1.645333,1.645333,19072500
26/01/2011,1.647333,1.658667,1.606667,1.65,1.65,16198500
27/01/2011,1.649333,1.672,1.635333,1.661333,1.661333,13435500
28/01/2011,1.658667,1.658667,1.583333,1.600667,1.600667,15726000
31/01/2011,1.603333,1.608,1.566667,1.606667,1.606667,12454500
01/02/2011,1.620667,1.648667,1.569333,1.594,1.594,10617000
02/02/2011,1.610667,1.612,1.578,1.596,1.596,8542500
03/02/2011,1.588,1.593333,1.543333,1.575333,1.575333,7680000
04/02/2011,1.562667,1.578,1.548,1.564,1.564,8160000
07/02/2011,1.550667,1.550667,1.525333,1.538,1.538,13426500
08/02/2011,1.585333,1.683333,1.533333,1.632667,1.632667,52573500
09/02/2011,1.608667,1.612,1.519333,1.547333,1.547333,39534000
10/02/2011,1.550667,1.576,1.520667,1.548,1.548,12541500
11/02/2011,1.55,1.583333,1.529333,1.55,1.55,9517500
14/02/2011,1.576,1.609333,1.536667,1.538667,1.538667,19246500
15/02/2011,1.534,1.544667,1.504,1.522667,1.522667,14305500
16/02/2011,1.54,1.664667,1.538,1.648667,1.648667,61726500
17/02/2011,1.642,1.699333,1.57,1.573333,1.573333,39276000
18/02/2011,1.555333,1.566,1.530667,1.545333,1.545333,35560500
22/02/2011,1.525333,1.533333,1.452,1.458,1.458,30969000
23/02/2011,1.478667,1.5,1.407333,1.455333,1.455333,24084000
24/02/2011,1.452,1.505333,1.433333,1.502,1.502,15829500
25/02/2011,1.520667,1.59,1.512667,1.574,1.574,20194500
28/02/2011,1.582667,1.606667,1.566667,1.592667,1.592667,15768000
01/03/2011,1.603333,1.621333,1.58,1.596,1.596,16596000
02/03/2011,1.588,1.618667,1.582,1.601333,1.601333,9949500
03/03/2011,1.632,1.652667,1.604,1.624,1.624,9603000
04/03/2011,1.632,1.666,1.585333,1.663333,1.663333,23701500
07/03/2011,1.662,1.693333,1.646667,1.662667,1.662667,30504000
08/03/2011,1.64,1.664,1.6,1.644,1.644,20998500
09/03/2011,1.644,1.666,1.618,1.648,1.648,13872000
10/03/2011,1.629333,1.632667,1.582,1.600667,1.600667,15255000
11/03/2011,1.59,1.616667,1.568667,1.604667,1.604667,13962000
14/03/2011,1.588,1.6,1.546667,1.55,1.55,17490000
15/03/2011,1.48,1.530667,1.453333,1.53,1.53,19782000
16/03/2011,1.524,1.55,1.512667,1.521333,1.521333,17545500
17/03/2011,1.549333,1.562,1.509333,1.520667,1.520667,13839000
18/03/2011,1.546,1.546,1.500667,1.530667,1.530667,10318500
21/03/2011,1.536667,1.536667,1.502667,1.515333,1.515333,6175500
22/03/2011,1.515333,1.524,1.466667,1.479333,1.479333,8743500
23/03/2011,1.474,1.484667,1.451333,1.480667,1.480667,6342000
24/03/2011,1.476,1.492,1.465333,1.488667,1.488667,6933000
25/03/2011,1.495333,1.533333,1.493333,1.516667,1.516667,8520000
28/03/2011,1.513333,1.569333,1.503333,1.55,1.55,15871500
29/03/2011,1.553333,1.6,1.547333,1.594667,1.594667,11331000
30/03/2011,1.607333,1.632667,1.534,1.580667,1.580667,18349500
31/03/2011,1.77,1.914,1.766667,1.85,1.85,172767000
01/04/2011,1.83,1.878667,1.771333,1.777333,1.777333,42972000
04/04/2011,1.788667,1.8,1.682,1.722,1.722,39139500
05/04/2011,1.726667,1.8,1.712667,1.78,1.78,47713500
06/04/2011,1.799333,1.800667,1.72,1.766,1.766,19324500
07/04/2011,1.79,1.862667,1.763333,1.816,1.816,42154500
08/04/2011,1.838667,1.84,1.757333,1.766,1.766,29196000
11/04/2011,1.764667,1.768667,1.668,1.684667,1.684667,20541000
12/04/2011,1.672,1.680667,1.62,1.643333,1.643333,20361000
13/04/2011,1.675333,1.712667,1.654,1.662,1.662,18172500
14/04/2011,1.658,1.685333,1.613333,1.676,1.676,14751000
15/04/2011,1.71,1.745333,1.694,1.705333,1.705333,14152500
18/04/2011,1.675333,1.708,1.624,1.668667,1.668667,15508500
19/04/2011,1.684,1.684,1.643333,1.677333,1.677333,8230500
20/04/2011,1.713333,1.739333,1.686667,1.716667,1.716667,12558000
21/04/2011,1.723333,1.798667,1.706,1.782667,1.782667,20791500
25/04/2011,1.78,1.782,1.731333,1.759333,1.759333,12013500
26/04/2011,1.777333,1.816667,1.754,1.795333,1.795333,21000000
27/04/2011,1.795333,1.824,1.775333,1.805333,1.805333,14953500
28/04/2011,1.804667,1.846,1.781333,1.844,1.844,24000000
29/04/2011,1.846,1.858,1.828,1.84,1.84,10890000
02/05/2011,1.84,1.853333,1.804,1.83,1.83,11769000
03/05/2011,1.825333,1.826,1.766667,1.791333,1.791333,13708500
04/05/2011,1.785333,1.8,1.716667,1.779333,1.779333,15667500
05/05/2011,1.813333,1.829333,1.744667,1.762667,1.762667,18277500
06/05/2011,1.793333,1.846667,1.774667,1.808,1.808,14725500
09/05/2011,1.8,1.866667,1.79,1.860667,1.860667,13746000
10/05/2011,1.882667,1.93,1.860667,1.888667,1.888667,23029500
11/05/2011,1.88,1.886667,1.794667,1.804667,1.804667,14437500
12/05/2011,1.804667,1.849333,1.776667,1.844667,1.844667,9420000
13/05/2011,1.866667,1.879333,1.82,1.836667,1.836667,9922500
16/05/2011,1.866,1.866,1.77,1.773333,1.773333,11335500
17/05/2011,1.8,1.8,1.714667,1.730667,1.730667,18513000
18/05/2011,1.74,1.764667,1.701333,1.756667,1.756667,10942500
19/05/2011,1.802,1.896,1.773333,1.88,1.88,39826500
20/05/2011,1.884,1.885333,1.823333,1.864667,1.864667,12637500
23/05/2011,1.841333,1.841333,1.774667,1.788,1.788,12954000
24/05/2011,1.801333,1.833333,1.773333,1.781333,1.781333,9205500
25/05/2011,1.793333,1.934,1.744667,1.932,1.932,70396500
26/05/2011,1.921333,1.984,1.873333,1.965333,1.965333,50053500
27/05/2011,1.969333,1.978,1.921333,1.97,1.97,25306500
31/05/2011,1.979333,2.018667,1.97,2.009333,2.009333,49357500
01/06/2011,2,2.006667,1.892,1.901333,1.901333,22948500
02/06/2011,1.901333,1.954667,1.900667,1.917333,1.917333,14794500
03/06/2011,1.996667,2.1,1.966667,2.008667,2.008667,93138000
06/06/2011,2.006667,2.008667,1.884,1.913333,1.913333,34966500
07/06/2011,1.929333,1.959333,1.884,1.891333,1.891333,18331500
08/06/2011,1.896,1.906667,1.801333,1.808,1.808,25438500
09/06/2011,1.828667,1.873333,1.806667,1.841333,1.841333,24048000
10/06/2011,1.834667,1.886667,1.823333,1.857333,1.857333,23499000
13/06/2011,1.871333,1.925333,1.858667,1.895333,1.895333,25701000
14/06/2011,1.902667,1.98,1.901333,1.906667,1.906667,23601000
15/06/2011,1.896,1.896667,1.804667,1.821333,1.821333,20175000
16/06/2011,1.844667,1.866667,1.716,1.766667,1.766667,27633000
17/06/2011,1.791333,1.846667,1.742667,1.766667,1.766667,25710000
20/06/2011,1.752667,1.764,1.7,1.734,1.734,23067000
21/06/2011,1.749333,1.848667,1.733333,1.835333,1.835333,22440000
22/06/2011,1.824667,1.883333,1.806667,1.814,1.814,22134000
23/06/2011,1.813333,1.848,1.747333,1.847333,1.847333,17550000
24/06/2011,1.842667,1.864667,1.817333,1.838,1.838,54127500
27/06/2011,1.848667,1.885333,1.820667,1.830667,1.830667,27141000
28/06/2011,1.852667,1.883333,1.844667,1.874,1.874,13338000
29/06/2011,1.9,1.939333,1.871333,1.886,1.886,21927000
30/06/2011,1.9,1.955333,1.893333,1.942,1.942,14200500
01/07/2011,1.938,1.973333,1.92,1.934667,1.934667,12823500
05/07/2011,1.934667,1.968,1.914,1.942667,1.942667,14940000
06/07/2011,1.942667,1.942667,1.903333,1.930667,1.930667,13903500
07/07/2011,1.942667,2,1.934,1.982,1.982,19918500
08/07/2011,1.992667,1.992667,1.906,1.920667,1.920667,18609000
11/07/2011,1.893333,1.902,1.866667,1.89,1.89,14637000
12/07/2011,1.891333,1.939333,1.866667,1.878,1.878,15681000
13/07/2011,1.895333,1.935333,1.86,1.909333,1.909333,15990000
14/07/2011,1.902,1.930667,1.816667,1.840667,1.840667,17385000
15/07/2011,1.852667,1.855333,1.826667,1.838667,1.838667,10635000
18/07/2011,1.822667,1.83,1.775333,1.815333,1.815333,12778500
19/07/2011,1.838667,1.874,1.836,1.859333,1.859333,15391500
20/07/2011,1.866667,2.029333,1.853333,1.912667,1.912667,45724500
21/07/2011,1.927333,1.944,1.873333,1.913333,1.913333,15172500
22/07/2011,1.913333,1.969333,1.903333,1.952667,1.952667,8752500
25/07/2011,1.934,1.95,1.896,1.899333,1.899333,10099500
26/07/2011,1.887333,1.918,1.864667,1.866667,1.866667,11409000
27/07/2011,1.9,1.9,1.834,1.842667,1.842667,14377500
28/07/2011,1.84,1.903333,1.836,1.878,1.878,14080500
29/07/2011,1.853333,1.893333,1.833333,1.878,1.878,14223000
01/08/2011,1.911333,1.932,1.880667,1.918,1.918,17473500
02/08/2011,1.912667,1.946667,1.818,1.822667,1.822667,23241000
03/08/2011,1.833333,1.855333,1.756,1.813333,1.813333,26917500
04/08/2011,1.767333,1.792667,1.644667,1.65,1.65,45967500
05/08/2011,1.666,1.692,1.522,1.616,1.616,29466000
08/08/2011,1.54,1.629333,1.54,1.576,1.576,39127500
09/08/2011,1.61,1.696667,1.58,1.670667,1.670667,20001000
10/08/2011,1.696,1.696,1.575333,1.588,1.588,23463000
11/08/2011,1.602667,1.716667,1.6,1.686667,1.686667,12547500
12/08/2011,1.706667,1.809333,1.690667,1.754,1.754,15136500
15/08/2011,1.774667,1.783333,1.728667,1.748667,1.748667,11079000
16/08/2011,1.742,1.769333,1.722,1.74,1.74,8065500
17/08/2011,1.759333,1.776667,1.700667,1.722,1.722,9655500
18/08/2011,1.666667,1.676667,1.564667,1.617333,1.617333,15849000
19/08/2011,1.590667,1.614667,1.466667,1.486667,1.486667,20629500
22/08/2011,1.540667,1.586667,1.445333,1.463333,1.463333,14791500
23/08/2011,1.462,1.540667,1.433333,1.530667,1.530667,13035000
24/08/2011,1.54,1.595333,1.522,1.591333,1.591333,10264500
25/08/2011,1.591333,1.591333,1.526667,1.540667,1.540667,10197000
26/08/2011,1.514,1.596667,1.471333,1.582,1.582,11427000
29/08/2011,1.614667,1.656667,1.601333,1.647333,1.647333,12051000
30/08/2011,1.633333,1.651333,1.606,1.642,1.642,5493000
31/08/2011,1.653333,1.7,1.618667,1.649333,1.649333,12357000
01/09/2011,1.644,1.658,1.589333,1.6,1.6,12721500
02/09/2011,1.577333,1.599333,1.512,1.538,1.538,11548500
06/09/2011,1.5,1.546667,1.486,1.529333,1.529333,12147000
07/09/2011,1.559333,1.6,1.552,1.589333,1.589333,6888000
08/09/2011,1.572,1.602,1.552,1.574,1.574,7585500
09/09/2011,1.558,1.571333,1.503333,1.531333,1.531333,10039500
12/09/2011,1.5,1.554,1.496667,1.525333,1.525333,8499000
13/09/2011,1.534,1.606667,1.516667,1.605333,1.605333,10897500
14/09/2011,1.616667,1.656,1.586,1.622667,1.622667,12462000
15/09/2011,1.638667,1.662,1.622,1.654667,1.654667,8439000
16/09/2011,1.652,1.722667,1.632667,1.72,1.72,21256500
19/09/2011,1.663333,1.720667,1.588,1.718,1.718,17361000
20/09/2011,1.732,1.773333,1.711333,1.734,1.734,17706000
21/09/2011,1.73,1.796667,1.713333,1.723333,1.723333,14814000
22/09/2011,1.709333,1.740667,1.658667,1.708667,1.708667,11637000
23/09/2011,1.699333,1.774667,1.69,1.758667,1.758667,17346000
26/09/2011,1.768,1.768,1.66,1.701333,1.701333,14022000
27/09/2011,1.733333,1.799333,1.704667,1.746,1.746,10117500
28/09/2011,1.733333,1.766667,1.634,1.639333,1.639333,10849500
29/09/2011,1.714667,1.721333,1.57,1.608,1.608,13944000
30/09/2011,1.653333,1.659333,1.566,1.626,1.626,20041500
03/10/2011,1.663333,1.666667,1.55,1.582,1.582,15348000
04/10/2011,1.552667,1.621333,1.528667,1.577333,1.577333,18004500
05/10/2011,1.602,1.722667,1.556667,1.691333,1.691333,18442500
06/10/2011,1.691333,1.84,1.668,1.797333,1.797333,26536500
07/10/2011,1.798667,1.84,1.736667,1.799333,1.799333,19674000
10/10/2011,1.820667,1.878667,1.8,1.858667,1.858667,13852500
11/10/2011,1.834,1.851333,1.806,1.840667,1.840667,8635500
12/10/2011,1.816667,1.866667,1.813333,1.853333,1.853333,16851000
13/10/2011,1.842,1.898,1.829333,1.862667,1.862667,15652500
14/10/2011,1.866667,1.903333,1.817333,1.87,1.87,21007500
17/10/2011,1.857333,1.866667,1.817333,1.828,1.828,11317500
18/10/2011,1.82,1.895333,1.780667,1.889333,1.889333,14995500
19/10/2011,1.868,1.870667,1.82,1.838,1.838,11893500
20/10/2011,1.829333,1.831333,1.8,1.822667,1.822667,14995500
21/10/2011,1.826667,1.886667,1.800667,1.868667,1.868667,17139000
24/10/2011,1.858,1.926,1.85,1.903333,1.903333,14109000
25/10/2011,1.882,1.924,1.853333,1.883333,1.883333,9816000
26/10/2011,1.879333,1.891333,1.826667,1.865333,1.865333,7657500
27/10/2011,1.889333,1.93,1.874,1.917333,1.917333,13041000
28/10/2011,1.9,2,1.867333,1.991333,1.991333,18960000
31/10/2011,1.966667,1.967333,1.916667,1.958,1.958,17010000
01/11/2011,1.892667,1.928,1.866667,1.925333,1.925333,9528000
02/11/2011,1.933333,1.950667,1.883333,1.914,1.914,13129500
03/11/2011,2,2.166,1.968667,2.164,2.164,37645500
04/11/2011,2.097333,2.16,2.034,2.154,2.154,45493500
07/11/2011,2.109333,2.133333,2.05,2.084667,2.084667,18994500
08/11/2011,2.091333,2.133333,2.048,2.122667,2.122667,17518500
09/11/2011,2.058,2.099333,2.02,2.058667,2.058667,14305500
10/11/2011,2.062667,2.1,2.043333,2.088667,2.088667,11209500
11/11/2011,2.126667,2.3,2.038,2.242667,2.242667,58024500
14/11/2011,2.2,2.236,2.174667,2.214667,2.214667,19885500
15/11/2011,2.194667,2.293333,2.182,2.262,2.262,13365000
16/11/2011,2.232,2.333333,2.226667,2.329333,2.329333,27498000
17/11/2011,2.3,2.326667,2.212667,2.245333,2.245333,20239500
18/11/2011,2.242667,2.274,2.169333,2.173333,2.173333,13542000
21/11/2011,2.162667,2.162667,2.07,2.117333,2.117333,15474000
22/11/2011,2.117333,2.186,2.07,2.138,2.138,10989000
23/11/2011,2.117333,2.136667,2.083333,2.096667,2.096667,6777000
25/11/2011,2.103333,2.160667,2.072,2.110667,2.110667,3594000
28/11/2011,2.133333,2.218667,2.120667,2.170667,2.170667,10218000
29/11/2011,2.166,2.204667,2.108667,2.116667,2.116667,8866500
30/11/2011,2.166667,2.195333,2.148,2.182667,2.182667,11404500
01/12/2011,2.171333,2.266,2.132,2.173333,2.173333,15453000
02/12/2011,2.188667,2.246,2.16,2.22,2.22,12042000
05/12/2011,2.235333,2.333333,2.228667,2.294667,2.294667,17401500
06/12/2011,2.28,2.332,2.268667,2.324667,2.324667,14277000
07/12/2011,2.308667,2.326,2.253333,2.279333,2.279333,10114500
08/12/2011,2.056,2.11,1.974,2.059333,2.059333,49587000
09/12/2011,2.036,2.074667,2.018667,2.069333,2.069333,18592500
12/12/2011,2.029333,2.041333,2.001333,2.027333,2.027333,11380500
13/12/2011,2.038,2.062,1.927333,1.963333,1.963333,14911500
14/12/2011,1.966667,1.978667,1.866667,1.902,1.902,17458500
15/12/2011,1.911333,1.944667,1.874667,1.908,1.908,10504500
16/12/2011,1.919333,1.928667,1.865333,1.866667,1.866667,15445500
19/12/2011,1.872667,1.9,1.824667,1.85,1.85,14805000
20/12/2011,1.87,1.896667,1.848,1.86,1.86,12649500
21/12/2011,1.860667,1.871333,1.735333,1.838,1.838,25582500
22/12/2011,1.84,1.87,1.82,1.851333,1.851333,15141000
23/12/2011,1.866667,1.866667,1.834667,1.86,1.86,8871000
27/12/2011,1.844,1.918,1.842667,1.904667,1.904667,11662500
28/12/2011,1.932667,1.949333,1.869333,1.900667,1.900667,8628000
29/12/2011,1.906,1.956,1.903333,1.915333,1.915333,7323000
30/12/2011,1.899333,1.932,1.883333,1.904,1.904,5097000
03/01/2012,1.929333,1.966667,1.843333,1.872,1.872,13921500
04/01/2012,1.880667,1.911333,1.833333,1.847333,1.847333,9451500
05/01/2012,1.850667,1.862,1.79,1.808,1.808,15082500
06/01/2012,1.813333,1.852667,1.760667,1.794,1.794,14794500
09/01/2012,1.8,1.832667,1.741333,1.816667,1.816667,13455000
10/01/2012,1.829333,1.850667,1.816667,1.841333,1.841333,10077000
11/01/2012,1.841333,1.892,1.82,1.882,1.882,10084500
12/01/2012,1.898667,1.908,1.854,1.883333,1.883333,10939500
13/01/2012,1.893333,1.9,1.509333,1.519333,1.519333,82506000
17/01/2012,1.774667,1.822667,1.760667,1.773333,1.773333,69774000
18/01/2012,1.779333,1.792,1.75,1.787333,1.787333,18903000
19/01/2012,1.812667,1.849333,1.774,1.784,1.784,18694500
20/01/2012,1.793333,1.8,1.76,1.773333,1.773333,9934500
23/01/2012,1.787333,1.814,1.773333,1.784667,1.784667,8919000
24/01/2012,1.775333,1.845333,1.762667,1.828,1.828,12870000
25/01/2012,1.818,1.867333,1.803333,1.864667,1.864667,9168000
26/01/2012,1.871333,1.972,1.866667,1.929333,1.929333,19066500
27/01/2012,1.9,1.981333,1.9,1.955333,1.955333,11226000
30/01/2012,1.966,1.974,1.902,1.971333,1.971333,10935000
31/01/2012,1.993333,2,1.924667,1.938,1.938,14346000
01/02/2012,1.938,1.98,1.933333,1.972,1.972,7848000
02/02/2012,1.981333,2.058667,1.974,2.016667,2.016667,12085500
03/02/2012,2.027333,2.088667,2.016667,2.076667,2.076667,11467500
06/02/2012,2.073333,2.126667,2.07,2.12,2.12,9781500
07/02/2012,2.12,2.12,2.054667,2.106667,2.106667,15324000
